ID,Impact Bond Name,Stage of Development,Dates - Date outcomes contract signed - (Value),Dates - Date contracts between all parties signed - (Value),Dates - Anticipated completion date - (Value),Dates - Actual completion date - (Value),Dates - Start date of service provision - (Value),Dates - Anticipated end date of service provision - (Value),Dates - Actual end date of service provision - (Value),Dates - Anticipated duration of service provision - (Value),Dates - Actual duration of service provision - (Value),Jurisdiction - Jurisdiction - (Value),Overall project finance – currency,Overall project finance – minimum,Overall project finance – exact,Overall project finance – max,Overall project finance – minimum in USD,Overall project finance – exact in USD,Overall project finance – maximum in USD,Overall Project Finance – maximum potential loss,Overall Project Finance – maximum potential return type,Overall project finance – maximum potential return,Overall project finance – investor repayment,Overall project finance - Total outcome payments made - Currency - (Value),Overall project finance - Total outcome payments made - Amount - (Value),Overall project finance - Total outcome payments made - Amount USD - (Value),Investment Details - Total Funds Invested - Latest - Currency - (Value),Investment Details - Total Funds Invested - Latest - Amount - (Value),Investment Details - Total Funds Invested - Latest - Amount USD - (Value),Investment Details - Total Funds Invested - Latest - Date - (Value),Investment Details - Internal Rate of Return - Target - (Value),Investment Details - Internal Rate of Return - Date - (Value),Investment Details - Internal Rate of Return - Latest - (Value),Purpose and classifications - Social challenge - (Value),Purpose and classifications - Policy sector - (Value),Purpose and classifications - Primary SDG goal - (Value),Purpose and classifications - Secondary SDG goals - (Value),Purpose and classifications - Primary SDG target - (Value),Purpose and classifications - Secondary SDG targets - (Value),Service and beneficiaries - Target population - (Value),Service and beneficiaries - Targeted number of unique service users or beneficiaries (total) - (Value),Service and beneficiaries - Actual number of unique service users or beneficiaries engaged (total) - (Value),success
INDIGO-POJ-0158,Entrenched Rough Sleepers Social Impact Bond- Street Impact Brighton,Planned,2023-11-16,2023-11-16,2026-07-12,2026-07-12,2023-11-16,2026-07-12,2026-07-12,969,969,United Kingdom,GBP,395928.36,494910.45,593892.54,435521.2,544401.5,653281.8,98982.09,Variable,123727.61,527079.63,GBP,448017.69,492819.46,GBP,494910.45,544401.5,2023-11-16,0.0575,2026-07-12,0.0702,Homelessness,Health,SDG 9,SDG 5,Target 7.2,Target 7.3,Refugees,293,342,1
INDIGO-POJ-0159,Entrenched Rough Sleeping Social Impact Bond- Street Impact Bristol,Implementation,2016-01-19,2016-01-19,2017-08-15,2017-08-15,2016-01-19,2017-08-15,2017-08-15,574,574,United Kingdom,GBP,270121.83,337652.29,405182.74,297134.01,371417.51,445701.02,67530.46,Fixed,84413.07,354534.9,GBP,301354.67,331490.13,GBP,337652.29,371417.51,2016-01-19,0.069,2017-08-15,0.0685,Homelessness,Education,SDG 14,SDG 15,Target 9.5,Target 9.4,Youth,291,251,0
INDIGO-POJ-0160,HCT Travel Training (Lambeth),Implementation,2017-04-11,2017-04-11,2020-06-07,2020-06-07,2017-04-11,2020-06-07,2020-06-07,1153,1153,USA,USD,212742.24,265927.8,319113.36,234016.46,292520.58,351024.7,53185.56,Fixed,66481.95,280553.83,USD,238470.76,262317.83,USD,265927.8,292520.58,2017-04-11,0.0637,2020-06-07,0.0749,Mental health,Housing,SDG 13,SDG 3,Target 9.2,Target 10.5,Women,589,596,1
INDIGO-POJ-0161,Turning the Tide (North Somerset) ,Implementation,2016-01-08,2016-01-08,2019-10-13,2019-10-13,2016-01-08,2019-10-13,2019-10-13,1374,1374,United Kingdom,GBP,98040.16,122550.2,147060.24,107844.17,134805.22,161766.26,24510.04,Variable,30637.55,129290.46,GBP,109896.89,120886.58,GBP,122550.2,134805.22,2016-01-08,0.0932,2019-10-13,0.0983,Youth unemployment,Education,SDG 14,SDG 9,Target 7.3,Target 8.1,Refugees,452,318,1
INDIGO-POJ-0162,West London Zone Royal Borough of Kensington and Chelsea,Implementation,2014-05-21,2014-05-21,2017-12-13,2017-12-13,2014-05-21,2017-12-13,2017-12-13,1302,1302,Australia,USD,326075.97,407594.97,489113.96,358683.57,448354.46,538025.36,81518.99,Fixed,101898.74,438164.59,USD,372439.9,409683.89,USD,407594.97,448354.46,2014-05-21,0.0972,2017-12-13,0.1225,Youth unemployment,Employment and training,SDG 1,SDG 13,Target 6.5,Target 7.3,Disabled persons,640,524,1
INDIGO-POJ-0163,Futureshapers Sheffield,Implementation,2023-07-13,2023-07-13,2028-06-04,2028-06-04,2023-07-13,2028-06-04,2028-06-04,1788,1788,Canada,GBP,351887.17,439858.96,527830.75,387075.88,483844.85,580613.82,87971.79,Variable,109964.74,470649.08,GBP,400051.72,440056.89,GBP,439858.96,483844.85,2023-07-13,0.0624,2028-06-04,0.077,Youth unemployment,Employment and training,SDG 6,SDG 13,Target 6.3,Target 8.5,Women,585,564,1
INDIGO-POJ-0164,Prevista,Implementation,2022-08-25,2022-08-25,2024-10-07,2024-10-07,2022-08-25,2024-10-07,2024-10-07,774,774,Australia,CAD,385296.33,481620.41,577944.49,423825.96,529782.45,635738.94,96324.08,Variable,120405.1,510517.64,CAD,433939.99,477333.99,CAD,481620.41,529782.45,2022-08-25,0.0803,2024-10-07,0.0896,Mental health,Criminal justice,SDG 1,SDG 15,Target 4.4,Target 5.1,Disabled persons,711,726,1
INDIGO-POJ-0165,Teens and Toddlers,Implementation,2024-10-09,2024-10-09,2026-08-20,2026-08-20,2024-10-09,2026-08-20,2026-08-20,680,680,Canada,AUD,153165.7,191457.12,229748.55,168482.27,210602.83,252723.4,38291.42,Fixed,47864.28,201029.98,AUD,170875.48,187963.03,AUD,191457.12,210602.83,2024-10-09,0.0836,2026-08-20,0.0759,Mental health,Health,SDG 15,SDG 16,Target 10.4,Target 9.5,Disabled persons,237,195,0
INDIGO-POJ-0166,Unlocking Potential (Career Connect),Planned,2015-07-27,2015-07-27,2020-04-02,2020-04-02,2015-07-27,2020-04-02,2020-04-02,1711,1711,Australia,EUR,116338.43,145423.04,174507.64,127972.27,159965.34,191958.41,29084.61,Fixed,36355.76,152694.19,EUR,129790.06,142769.07,EUR,145423.04,159965.34,2015-07-27,0.0836,2020-04-02,0.09,Youth unemployment,Criminal justice,SDG 2,SDG 13,Target 6.4,Target 2.1,Youth,427,347,1
INDIGO-POJ-0167,Cornwall Frequent Attenders Project,Implementation,2018-10-10,2018-10-10,2022-05-15,2022-05-15,2018-10-10,2022-05-15,2022-05-15,1313,1313,Australia,CAD,246498.46,308123.08,369747.7,271148.31,338935.39,406722.47,61624.62,Variable,77030.77,328151.08,CAD,278928.42,306821.26,CAD,308123.08,338935.39,2018-10-10,0.0886,2022-05-15,0.1095,Mental health,Employment and training,SDG 1,SDG 16,Target 2.3,Target 7.1,Youth,345,306,1
INDIGO-POJ-0168,Big Picture Learning in Doncaster,Implementation,2014-08-22,2014-08-22,2018-07-24,2018-07-24,2014-08-22,2018-07-24,2018-07-24,1432,1432,USA,AUD,256610.19,320762.74,384915.28,282271.21,352839.01,423406.81,64152.55,Variable,80190.68,338404.69,AUD,287643.98,316408.38,AUD,320762.74,352839.01,2014-08-22,0.078,2018-07-24,0.0834,Mental health,Housing,SDG 4,SDG 15,Target 8.3,Target 2.3,Youth,317,362,1
INDIGO-POJ-0169,DFN-MoveForward,Complete,2025-03-10,2025-03-10,2027-02-09,2027-02-09,2025-03-10,2027-02-09,2027-02-09,701,701,Australia,GBP,360529.15,450661.44,540793.73,396582.07,495727.59,594873.1,90132.29,Variable,112665.36,486714.36,GBP,413707.2,455077.92,GBP,450661.44,495727.59,2025-03-10,0.0702,2027-02-09,0.1034,Mental health,Criminal justice,SDG 6,SDG 11,Target 9.4,Target 8.2,Disabled persons,388,391,1
INDIGO-POJ-0170,Enhanced Dementia Care Service,Implementation,2023-10-10,2023-10-10,2025-11-17,2025-11-17,2023-10-10,2025-11-17,2025-11-17,769,769,Canada,AUD,305305.53,381631.91,457958.29,335836.08,419795.1,503754.12,76326.38,Variable,95407.98,406437.98,AUD,345472.28,380019.51,AUD,381631.91,419795.1,2023-10-10,0.0606,2025-11-17,0.0825,Mental health,Housing,SDG 1,SDG 7,Target 4.3,Target 2.5,Youth,391,348,1
INDIGO-POJ-0171,Fostering Better Outcomes,Planned,2012-07-22,2012-07-22,2015-01-10,2015-01-10,2012-07-22,2015-01-10,2015-01-10,902,902,USA,AUD,123638.87,154548.59,185458.31,136002.76,170003.45,204004.14,30909.72,Variable,38637.15,163048.76,AUD,138591.45,152450.59,AUD,154548.59,170003.45,2012-07-22,0.0507,2015-01-10,0.061,Mental health,Criminal justice,SDG 13,SDG 13,Target 10.1,Target 6.3,Disabled persons,376,254,1
INDIGO-POJ-0172,FutureImpact,Complete,2023-03-28,2023-03-28,2024-09-16,2024-09-16,2023-03-28,2024-09-16,2024-09-16,538,538,USA,GBP,205518.09,256897.62,308277.14,226069.9,282587.38,339104.86,51379.52,Variable,64224.4,273595.96,GBP,232556.57,255812.23,GBP,256897.62,282587.38,2023-03-28,0.0719,2024-09-16,0.0781,Youth unemployment,Health,SDG 8,SDG 10,Target 2.2,Target 6.2,Disabled persons,810,825,1
INDIGO-POJ-0173,Integrated Family Support Service (IFSS),Implementation,2020-11-30,2020-11-30,2025-06-23,2025-06-23,2020-11-30,2025-06-23,2025-06-23,1666,1666,Australia,CAD,369330.78,461663.48,553996.17,406263.86,507829.83,609395.79,92332.7,Fixed,115415.87,489363.29,CAD,415958.79,457554.67,CAD,461663.48,507829.83,2020-11-30,0.0674,2025-06-23,0.0849,Mental health,Criminal justice,SDG 6,SDG 16,Target 5.2,Target 3.3,Disabled persons,254,213,1
INDIGO-POJ-0174,ParentChild+,Implementation,2014-05-18,2014-05-18,2017-07-12,2017-07-12,2014-05-18,2017-07-12,2017-07-12,1151,1151,Canada,CAD,206893.69,258617.11,310340.54,227583.06,284478.82,341374.59,51723.42,Variable,64654.28,272841.05,CAD,231914.9,255106.39,CAD,258617.11,284478.82,2014-05-18,0.0811,2017-07-12,0.0865,Homelessness,Housing,SDG 16,SDG 14,Target 8.4,Target 3.1,Youth,499,541,1
INDIGO-POJ-0175,Kirklees Integrated Support Services,Implementation,2016-06-22,2016-06-22,2018-06-01,2018-06-01,2016-06-22,2018-06-01,2018-06-01,709,709,Canada,AUD,355956.39,444945.48,533934.58,391552.03,489440.03,587328.04,88989.1,Variable,111236.37,469417.49,AUD,399004.86,438905.35,AUD,444945.48,489440.03,2016-06-22,0.0975,2018-06-01,0.094,Mental health,Criminal justice,SDG 17,SDG 4,Target 10.1,Target 5.5,Refugees,974,1014,0
INDIGO-POJ-0176,Mental Health and Employment Social Impact Bond (Haringey & Barnet),Implementation,2019-07-15,2019-07-15,2021-02-08,2021-02-08,2019-07-15,2021-02-08,2021-02-08,574,574,USA,GBP,226923.44,283654.3,340385.16,249615.79,312019.73,374423.68,56730.86,Variable,70913.58,296418.75,GBP,251955.93,277151.53,GBP,283654.3,312019.73,2019-07-15,0.099,2021-02-08,0.0937,Homelessness,Health,SDG 15,SDG 9,Target 6.1,Target 8.1,Women,955,855,0
INDIGO-POJ-0177,Forward Outcomes Partnerships,Complete,2023-09-09,2023-09-09,2028-03-26,2028-03-26,2023-09-09,2028-03-26,2028-03-26,1660,1660,Australia,AUD,237637.79,297047.24,356456.69,261401.57,326751.96,392102.35,59409.45,Variable,74261.81,316355.31,AUD,268902.01,295792.21,AUD,297047.24,326751.96,2023-09-09,0.0664,2028-03-26,0.0749,Mental health,Criminal justice,SDG 5,SDG 7,Target 4.1,Target 10.3,Refugees,751,758,1
INDIGO-POJ-0178,Stronger Families Norfolk,Complete,2016-07-25,2016-07-25,2019-03-09,2019-03-09,2016-07-25,2019-03-09,2019-03-09,957,957,USA,CAD,104276.26,130345.33,156414.4,114703.89,143379.86,172055.84,26069.07,Variable,32586.33,140121.23,CAD,119103.05,131013.35,CAD,130345.33,143379.86,2016-07-25,0.0564,2019-03-09,0.0848,Homelessness,Criminal justice,SDG 4,SDG 5,Target 7.1,Target 5.2,Women,349,217,1
INDIGO-POJ-0179,Opening Doors,Complete,2025-03-02,2025-03-02,2028-05-14,2028-05-14,2025-03-02,2028-05-14,2028-05-14,1169,1169,Australia,AUD,120974.67,151218.34,181462.0,133072.14,166340.17,199608.2,30243.67,Variable,37804.58,161803.62,AUD,137533.08,151286.38,AUD,151218.34,166340.17,2025-03-02,0.0576,2028-05-14,0.0794,Mental health,Criminal justice,SDG 9,SDG 14,Target 7.4,Target 2.1,Disabled persons,967,946,1
INDIGO-POJ-0180,Reducing the prevalence of mothers experiencing recurrent care proceedings,Implementation,2020-12-12,2020-12-12,2023-10-13,2023-10-13,2020-12-12,2023-10-13,2023-10-13,1035,1035,United Kingdom,CAD,138201.63,172752.03,207302.44,152021.79,190027.24,228032.68,34550.41,Variable,43188.01,181389.64,CAD,154181.19,169599.31,CAD,172752.03,190027.24,2020-12-12,0.0673,2023-10-13,0.0626,Homelessness,Health,SDG 15,SDG 12,Target 2.5,Target 7.2,Disabled persons,706,688,0
INDIGO-POJ-0181,Promoting Independence,Complete,2017-07-29,2017-07-29,2021-08-22,2021-08-22,2017-07-29,2021-08-22,2021-08-22,1485,1485,Australia,CAD,366972.29,458715.36,550458.44,403669.52,504586.9,605504.28,91743.07,Variable,114678.84,495412.59,CAD,421100.7,463210.77,CAD,458715.36,504586.9,2017-07-29,0.0737,2021-08-22,0.0988,Homelessness,Criminal justice,SDG 16,SDG 11,Target 1.1,Target 2.4,Youth,361,299,1
INDIGO-POJ-0182,Single Homeless Prevention Service (SHPS),Planned,2019-08-06,2019-08-06,2021-09-23,2021-09-23,2019-08-06,2021-09-23,2021-09-23,779,779,USA,GBP,141532.49,176915.61,212298.73,155685.73,194607.17,233528.6,35383.12,Variable,44228.9,186645.97,GBP,158649.07,174513.98,GBP,176915.61,194607.17,2019-08-06,0.052,2021-09-23,0.0596,Homelessness,Education,SDG 9,SDG 3,Target 6.3,Target 2.3,Women,605,495,1
INDIGO-POJ-0183,Stronger Families Suffolk,Complete,2015-04-03,2015-04-03,2018-08-29,2018-08-29,2015-04-03,2018-08-29,2018-08-29,1244,1244,United Kingdom,USD,134059.22,167574.03,201088.83,147465.14,184331.43,221197.71,33514.81,Variable,41893.51,180142.08,USD,153120.77,168432.84,USD,167574.03,184331.43,2015-04-03,0.0639,2018-08-29,0.0884,Homelessness,Health,SDG 7,SDG 16,Target 2.2,Target 10.2,Disabled persons,208,80,1
INDIGO-POJ-0184,"West London Zone, placed-based support for children and young people: scale-up",Complete,2019-06-22,2019-06-22,2024-05-12,2024-05-12,2019-06-22,2024-05-12,2024-05-12,1786,1786,Canada,GBP,146026.79,182533.49,219040.18,160629.47,200786.84,240944.2,36506.7,Fixed,45633.37,195310.83,GBP,166014.21,182615.63,GBP,182533.49,200786.84,2019-06-22,0.0682,2024-05-12,0.083,Youth unemployment,Health,SDG 8,SDG 13,Target 2.1,Target 2.3,Refugees,340,293,1
INDIGO-POJ-0188,MHEP Enfield,Complete,2025-03-10,2025-03-10,2026-12-27,2026-12-27,2025-03-10,2026-12-27,2026-12-27,657,657,United Kingdom,USD,241093.53,301366.91,361640.29,265202.88,331503.6,397804.32,60273.38,Fixed,75341.73,322462.59,USD,274093.2,301502.52,USD,301366.91,331503.6,2025-03-10,0.0845,2026-12-27,0.101,Homelessness,Criminal justice,SDG 6,SDG 15,Target 6.2,Target 3.4,Disabled persons,288,313,1
INDIGO-POJ-0189,MHEP Shropshire,Complete,2023-03-23,2023-03-23,2026-05-17,2026-05-17,2023-03-23,2026-05-17,2026-05-17,1151,1151,Canada,EUR,359545.16,449431.45,539317.74,395499.68,494374.59,593249.51,89886.29,Variable,112357.86,492127.44,EUR,418308.32,460139.15,EUR,449431.45,494374.59,2023-03-23,0.096,2026-05-17,0.1421,Mental health,Employment and training,SDG 5,SDG 8,Target 5.1,Target 4.5,Refugees,227,109,1
INDIGO-POJ-0190,IPS employment support for people with drug and alcohol addictions,Implementation,2023-08-12,2023-08-12,2027-06-20,2027-06-20,2023-08-12,2027-06-20,2027-06-20,1408,1408,Canada,GBP,99544.95,124431.18,149317.42,109499.44,136874.3,164249.16,24886.24,Fixed,31107.8,131897.05,GBP,112112.5,123323.75,GBP,124431.18,136874.3,2023-08-12,0.0638,2027-06-20,0.0769,Mental health,Employment and training,SDG 2,SDG 8,Target 8.4,Target 2.2,Disabled persons,808,840,1
INDIGO-POJ-0191,Reseau Ecohabitat,Complete,2017-02-05,2017-02-05,2018-11-02,2018-11-02,2017-02-05,2018-11-02,2018-11-02,635,635,Canada,AUD,139046.73,173808.41,208570.09,152951.4,191189.25,229427.1,34761.68,Fixed,43452.1,187713.08,AUD,159556.12,175511.73,AUD,173808.41,191189.25,2017-02-05,0.0605,2018-11-02,0.0943,Youth unemployment,Employment and training,SDG 6,SDG 16,Target 2.1,Target 10.1,Youth,420,460,1
INDIGO-POJ-0192,MHEP Tower Hamlets Learning Disabilities,Complete,2018-12-05,2018-12-05,2022-10-07,2022-10-07,2018-12-05,2022-10-07,2022-10-07,1402,1402,Canada,EUR,198551.07,248188.84,297826.61,218406.18,273007.73,327609.27,49637.77,Fixed,62047.21,266803.0,EUR,226782.55,249460.81,EUR,248188.84,273007.73,2018-12-05,0.0742,2022-10-07,0.0917,Homelessness,Housing,SDG 13,SDG 3,Target 9.5,Target 10.2,Refugees,517,547,1
INDIGO-POJ-0193,MHEP Tower Hamlets Mental Health,Complete,2013-06-26,2013-06-26,2017-06-28,2017-06-28,2013-06-26,2017-06-28,2017-06-28,1463,1463,Canada,EUR,228011.11,285013.89,342016.66,250812.22,313515.28,376218.33,57002.78,Fixed,71253.47,304964.86,EUR,259220.13,285142.14,EUR,285013.89,313515.28,2013-06-26,0.0874,2017-06-28,0.1142,Youth unemployment,Criminal justice,SDG 3,SDG 10,Target 7.2,Target 1.2,Youth,318,252,1
INDIGO-POJ-0194,Pyramid Project - Step down from Residential Care Provision,Implementation,2024-10-04,2024-10-04,2026-09-28,2026-09-28,2024-10-04,2026-09-28,2026-09-28,724,724,United Kingdom,USD,91738.62,114673.28,137607.94,100912.49,126140.61,151368.73,22934.66,Variable,28668.32,120406.95,USD,102345.9,112580.49,USD,114673.28,126140.61,2024-10-04,0.0626,2026-09-28,0.0655,Homelessness,Education,SDG 1,SDG 6,Target 8.3,Target 9.5,Refugees,580,598,1
INDIGO-POJ-0195,The Skill Mill,Complete,2012-08-25,2012-08-25,2013-10-24,2013-10-24,2012-08-25,2013-10-24,2013-10-24,425,425,Canada,EUR,243736.78,304670.98,365605.17,268110.46,335138.07,402165.69,60934.2,Variable,76167.74,329044.65,EUR,279687.96,307656.75,EUR,304670.98,335138.07,2012-08-25,0.0766,2013-10-24,0.1082,Mental health,Employment and training,SDG 17,SDG 3,Target 5.5,Target 2.4,Disabled persons,568,604,1
INDIGO-POJ-0196,Apprentis d'auteuil - Gironde (France),Complete,2013-09-29,2013-09-29,2016-10-21,2016-10-21,2013-09-29,2016-10-21,2016-10-21,1118,1118,USA,GBP,114295.04,142868.8,171442.57,125724.55,157155.68,188586.82,28573.76,Variable,35717.2,153583.96,GBP,130546.37,143601.01,GBP,142868.8,157155.68,2013-09-29,0.0724,2016-10-21,0.0893,Homelessness,Health,SDG 4,SDG 8,Target 9.1,Target 1.1,Women,683,640,1
INDIGO-POJ-0197,In their hands,Complete,2014-01-06,2014-01-06,2015-03-19,2015-03-19,2014-01-06,2015-03-19,2015-03-19,437,437,Canada,CAD,166157.83,207697.29,249236.75,182773.62,228467.02,274160.43,41539.46,Fixed,51924.32,221197.62,CAD,188017.97,206819.77,CAD,207697.29,228467.02,2014-01-06,0.0689,2015-03-19,0.0849,Homelessness,Education,SDG 11,SDG 8,Target 7.3,Target 5.1,Refugees,714,592,1
INDIGO-POJ-0198,Chances,Planned,2021-07-27,2021-07-27,2022-10-29,2022-10-29,2021-07-27,2022-10-29,2022-10-29,459,459,United Kingdom,AUD,86422.78,108028.48,129634.17,95065.06,118831.33,142597.59,21605.7,Variable,27007.12,113429.9,AUD,96415.42,106056.96,AUD,108028.48,118831.33,2021-07-27,0.0661,2022-10-29,0.0629,Youth unemployment,Housing,SDG 10,SDG 10,Target 6.1,Target 9.4,Youth,405,381,0
INDIGO-POJ-0199,Gloucestershire Positive Behaviour Support,Complete,2015-06-11,2015-06-11,2019-01-16,2019-01-16,2015-06-11,2019-01-16,2019-01-16,1315,1315,Canada,EUR,118323.88,147904.85,177485.82,130156.27,162695.34,195234.41,29580.97,Variable,36976.21,158258.19,EUR,134519.46,147971.41,EUR,147904.85,162695.34,2015-06-11,0.0945,2019-01-16,0.1091,Mental health,Education,SDG 8,SDG 5,Target 1.4,Target 1.2,Refugees,910,958,1
INDIGO-POJ-0200,Norfolk Carers Partnership,Planned,2024-09-28,2024-09-28,2027-11-07,2027-11-07,2024-09-28,2027-11-07,2027-11-07,1135,1135,United Kingdom,EUR,269949.59,337436.98,404924.38,296944.54,371180.68,445416.82,67487.4,Variable,84359.25,355996.02,EUR,302596.61,332856.27,EUR,337436.98,371180.68,2024-09-28,0.084,2027-11-07,0.0889,Homelessness,Education,SDG 17,SDG 8,Target 7.4,Target 1.2,Refugees,244,235,1
INDIGO-POJ-0201,DN2 Children’s Services Social Impact Bond,Complete,2018-05-10,2018-05-10,2021-12-03,2021-12-03,2018-05-10,2021-12-03,2021-12-03,1303,1303,United Kingdom,USD,107814.49,134768.12,161721.74,118595.94,148244.93,177893.91,26953.62,Variable,33692.03,144875.72,USD,123144.37,135458.8,USD,134768.12,148244.93,2018-05-10,0.0769,2021-12-03,0.1093,Mental health,Criminal justice,SDG 5,SDG 13,Target 2.5,Target 10.1,Disabled persons,333,323,1
INDIGO-POJ-0202,Living Learning (Victoria),Implementation,2017-01-24,2017-01-24,2020-04-07,2020-04-07,2017-01-24,2020-04-07,2020-04-07,1169,1169,USA,EUR,267789.16,334736.45,401683.74,294568.07,368210.09,441852.11,66947.29,Variable,83684.11,353146.95,EUR,300174.91,330192.4,EUR,334736.45,368210.09,2017-01-24,0.0873,2020-04-07,0.0871,Homelessness,Housing,SDG 9,SDG 8,Target 2.2,Target 3.5,Youth,308,316,0
INDIGO-POJ-0203,Finland Children’s Welfare SIB,Implementation,2019-02-13,2019-02-13,2020-10-17,2020-10-17,2019-02-13,2020-10-17,2020-10-17,612,612,USA,CAD,170808.29,213510.36,256212.43,187889.12,234861.4,281833.68,42702.07,Fixed,53377.59,224185.88,CAD,190558.0,209613.8,CAD,213510.36,234861.4,2019-02-13,0.0682,2020-10-17,0.0672,Mental health,Education,SDG 15,SDG 10,Target 8.3,Target 2.1,Women,511,381,0
INDIGO-POJ-0204,Fonciere Chenelet SIB,Implementation,2017-05-09,2017-05-09,2019-03-08,2019-03-08,2017-05-09,2019-03-08,2019-03-08,668,668,Australia,USD,286693.52,358366.9,430040.28,315362.87,394203.59,473044.3,71673.38,Fixed,89591.72,383452.58,USD,325934.69,358528.16,USD,358366.9,394203.59,2017-05-09,0.0785,2019-03-08,0.0915,Youth unemployment,Employment and training,SDG 13,SDG 17,Target 1.3,Target 5.2,Youth,663,571,1
INDIGO-POJ-0205,Finland Children's Welfare SIB II,Planned,2012-04-14,2012-04-14,2014-01-25,2014-01-25,2012-04-14,2014-01-25,2014-01-25,651,651,United Kingdom,USD,112570.39,140712.99,168855.59,123827.43,154784.29,185741.15,28142.6,Fixed,35178.25,147748.64,USD,125586.34,138144.98,USD,140712.99,154784.29,2012-04-14,0.0576,2014-01-25,0.0605,Homelessness,Health,SDG 8,SDG 5,Target 4.4,Target 6.1,Refugees,222,256,1
INDIGO-POJ-0206,Gamezone Lisboa,Complete,2019-12-12,2019-12-12,2021-08-31,2021-08-31,2019-12-12,2021-08-31,2021-08-31,628,628,USA,USD,158706.47,198383.09,238059.71,174577.12,218221.4,261865.68,39676.62,Variable,49595.77,212269.91,USD,180429.42,198472.36,USD,198383.09,218221.4,2019-12-12,0.058,2021-08-31,0.0751,Youth unemployment,Health,SDG 2,SDG 15,Target 1.2,Target 10.4,Disabled persons,230,183,1
INDIGO-POJ-0207,TOP - Transforma O teu potencial (Transform your potential),Planned,2014-10-25,2014-10-25,2016-11-11,2016-11-11,2014-10-25,2016-11-11,2016-11-11,748,748,USA,EUR,135479.55,169349.44,203219.33,149027.51,186284.38,223541.26,33869.89,Variable,42337.36,178663.66,EUR,151864.11,167050.52,EUR,169349.44,186284.38,2014-10-25,0.0948,2016-11-11,0.0955,Youth unemployment,Housing,SDG 5,SDG 2,Target 10.5,Target 10.2,Refugees,621,531,1
INDIGO-POJ-0209,UBBU: Learn to code,Planned,2016-04-10,2016-04-10,2019-06-03,2019-06-03,2016-04-10,2019-06-03,2019-06-03,1149,1149,Canada,GBP,105674.8,132093.5,158512.2,116242.28,145302.85,174363.42,26418.7,Variable,33023.37,138698.17,GBP,117893.45,129682.79,GBP,132093.5,145302.85,2016-04-10,0.0762,2019-06-03,0.0776,Mental health,Education,SDG 17,SDG 8,Target 9.1,Target 7.3,Disabled persons,1000,926,1
INDIGO-POJ-0210,Solidarités nouvelles face au chômage CIS (New solidarity in the face of unemployment - Social Impact Bond),Complete,2021-04-08,2021-04-08,2024-01-26,2024-01-26,2021-04-08,2024-01-26,2024-01-26,1023,1023,USA,AUD,115852.45,144815.56,173778.67,127437.69,159297.12,191156.54,28963.11,Fixed,36203.89,154952.65,AUD,131709.75,144880.73,AUD,144815.56,159297.12,2021-04-08,0.0699,2024-01-26,0.0896,Youth unemployment,Education,SDG 1,SDG 11,Target 10.2,Target 1.3,Youth,742,701,1
INDIGO-POJ-0211,CREO - Crecemos con empleo y oportunidades (We grow with employment and opportunities),Complete,2012-03-31,2012-03-31,2014-08-20,2014-08-20,2012-03-31,2014-08-20,2014-08-20,872,872,USA,GBP,390230.54,487788.17,585345.81,429253.59,536566.99,643880.39,97557.63,Variable,121947.04,526811.23,GBP,447789.54,492568.5,GBP,487788.17,536566.99,2012-03-31,0.0933,2014-08-20,0.1204,Homelessness,Criminal justice,SDG 2,SDG 8,Target 10.4,Target 6.2,Women,806,775,1
INDIGO-POJ-0212,Sociaal Hospitaal Almelo (Social Hospital Almelo),Complete,2010-08-20,2010-08-20,2015-07-30,2015-07-30,2010-08-20,2015-07-30,2015-07-30,1805,1805,Australia,EUR,134684.03,168355.03,202026.04,148152.43,185190.54,222228.65,33671.01,Fixed,42088.76,180139.89,EUR,153118.9,168430.79,EUR,168355.03,185190.54,2010-08-20,0.0834,2015-07-30,0.1072,Homelessness,Criminal justice,SDG 7,SDG 16,Target 9.3,Target 3.4,Youth,257,248,1
INDIGO-POJ-0213,Municipality of Haarlem SIB,Planned,2020-09-20,2020-09-20,2021-09-21,2021-09-21,2020-09-20,2021-09-21,2021-09-21,366,366,Australia,EUR,377400.32,471750.4,566100.47,415140.35,518925.44,622710.52,94350.08,Fixed,117937.6,497696.67,EUR,423042.17,465346.38,EUR,471750.4,518925.44,2020-09-20,0.0778,2021-09-21,0.0745,Homelessness,Education,SDG 11,SDG 6,Target 6.1,Target 1.2,Women,738,695,0
INDIGO-POJ-0214,Joining forces SIB,Implementation,2024-11-07,2024-11-07,2028-01-26,2028-01-26,2024-11-07,2028-01-26,2028-01-26,1175,1175,United Kingdom,CAD,326237.74,407797.17,489356.61,358861.51,448576.89,538292.27,81559.43,Variable,101949.29,436342.98,CAD,370891.53,407980.68,CAD,407797.17,448576.89,2024-11-07,0.0594,2028-01-26,0.0821,Homelessness,Employment and training,SDG 10,SDG 11,Target 3.2,Target 7.4,Refugees,924,831,1
INDIGO-POJ-0215,Refugees team SIB,Implementation,2023-03-18,2023-03-18,2025-03-11,2025-03-11,2023-03-18,2025-03-11,2025-03-11,724,724,USA,AUD,183577.36,229471.69,275366.03,201935.09,252418.86,302902.64,45894.34,Fixed,57367.92,242092.64,AUD,205778.74,226356.62,AUD,229471.69,252418.86,2023-03-18,0.0713,2025-03-11,0.0681,Homelessness,Employment and training,SDG 5,SDG 6,Target 1.5,Target 7.5,Youth,816,785,0
