Project ID,Id,Outcome Definition - (Value),Target Population - (Value),Targeted number of service users Or beneficiaries (total) - (Value),Unit type of targeted Service users or beneficiaries - (Value),Unit description of Service user or beneficiaries - (Value),Outcome metric target - (Value),Other target for Meeting outcome metric target - (Value),Outcome validation Method - (Value),Data source for Outcome validation - (Value),Policy sector - (Value),Primary SDG goal - (Value),Secondary SDG goals - (Value),Primary SDG target - (Value),Secondary SDG targets - (Value),Sources,Notes
INDIGO-POJ-0181,outcomemetric1,Metric 1: Engagement onto the Promoting Independence (PI) programme. Individual engages and completes well-being plan and recovery star. (This metric was introduced from April 2022 onwards).,Adults within Sheffield who have mental health issues and are currently living in 24/7 residential care.,95,Individual,,,,Simple Ex-post verification ,New data collected,,11,9,11.1,9.1,,
INDIGO-POJ-0181,outcomemetric2,Metric 2: Individual exits from residential care and moves into individual supported accommodation in the community.,Adults within Sheffield who have mental health issues and are currently living in 24/7 residential care.,74,Individual,,,,Simple Ex-post verification ,New data collected,,11,9,11.1,9.1,,
INDIGO-POJ-0181,outcomemetric3,Metric 3: Individual sustains their tenancy in the community for a period of 6 months,Adults within Sheffield who have mental health issues and are currently living in 24/7 residential care.,61,Individual,,,,Simple Ex-post verification ,New data collected,,11,9,11.1,9.1,,
INDIGO-POJ-0181,outcomemetric4,Metric 4: Individuals sustains tenancy for up to 12 months,Adults within Sheffield who have mental health issues and are currently living in 24/7 residential care.,55,Individual,,,,Simple Ex-post verification ,New data collected,,11,9,11.1,9.1,,
INDIGO-POJ-0181,outcomemetric5,Metric 5: Individual sustains tenancy for up to 18 months (this metric was introduced from April 2022 onwards),Adults within Sheffield who have mental health issues and are currently living in 24/7 residential care.,47,Individual,,,,Simple Ex-post verification ,New data collected,,11,9,11.1,9.1,,
INDIGO-POJ-0182,outcomemetric1,Metric 1: The successful completion of Personal Housing Plan (PHP),Single people who are homeless or at risk of becoming homeless,13962,Individual,,,,Simple Ex-post verification ,New data collected,,11,9,11.1,9.1,,Initial appointment and Personal Housing Plan completed (Initial appointment and Personal Housing Plan completed)
INDIGO-POJ-0182,outcomemetric2,Metric 2: The successful prevention of homelessness,Single people who are homeless or at risk of becoming homeless,3111,Individual,,,,Simple Ex-post verification ,New data collected,,11,9,11.1,9.1,,"Success Prevention of Homelessness (Personal Housing Plan completed, leading to prevention of homelessness and confirmed suitable accommodation)"
INDIGO-POJ-0182,outcomemetric3,Metric 3: The successful relief of homelessness,Single people who are homeless or at risk of becoming homeless,4666,Individual,,,,Simple Ex-post verification ,New data collected,,11,9,11.1,9.1,,"Success Relief of Homelessness (Personal Housing Plan completed, leading to relief of homelessness and confirmed suitable accommodation)"
INDIGO-POJ-0182,outcomemetric4,Metric 4: Sustainment of accommodation for eight months with no identified risk of homelessness,Single people who are homeless or at risk of becoming homeless,6120,Individual,,,,Simple Ex-post verification ,New data collected,,11,9,11.1,9.1,,Accommodation sustained for eight months from the successful achievement of prevention or relief.
INDIGO-POJ-0183,outcomemetric1,Metric 1: Children on the edge of care sustainably avoid the need for care. Payment at 14 weeks after referral (payment at the end of the intervention). Then paid quarterly for each day the child remains out of Care for 1 and a half years.,,202,Individual,,,,Simple Ex-post verification ,New data collected,Child and family welfare,3,16,3.5,16.2,,
INDIGO-POJ-0183,outcomemetric2,Metric 2: Children are sustainably reunified with their family/wider network. Payment at 14 weeks after referral (payment at end of intervention). Then paid quarterly for each day the child remains out of Care for 1 and a half years,,86,Individual,,,,Simple Ex-post verification ,New data collected,Child and family welfare,3,16,3.5,16.2,,
INDIGO-POJ-0184,outcomemetric1,Metric 1: Children sign up to the West London Zone (WLZ) programme,All children who participate in WLZ are ‘at risk’ in multiple areas: Economic Disadvantage (this is prioritised); Emotional wellbeing; English; Maths; School Attendance; and Relationships. 8 out of 10 of all WLZ children are at risk in 3 or more of these areas; 1 in 4 are at risk in 5 or more.,2240,Individual,,,,Simple Ex-post verification ,New data collected,,4,4,4.5,4.1,,
INDIGO-POJ-0184,outcomemetric2,Metric 2: Participating children engage with support to a ‘high’ level so that they are more likely to achieve the primary outcome.,All children who participate in WLZ are ‘at risk’ in multiple areas: Economic Disadvantage (this is prioritised); Emotional wellbeing; English; Maths; School Attendance; and Relationships. 8 out of 10 of all WLZ children are at risk in 3 or more of these areas; 1 in 4 are at risk in 5 or more.,1580,Individual,,,,Simple Ex-post verification ,New data collected,,4,4,4.5,4.1,,Child formally engages with Link Worker 6 x and attends 75% of all scheduled specialist support during first year of programme. 
INDIGO-POJ-0184,outcomemetric3,Metric 3: Child achieves at least one outcome on the WLZ rate card to get on track to flourish in adulthood (e.g.) less likely to go on to experience NEET-status and/or crime and/or poor wellbeing by adulthood and more likely to achieve goals for work/college/university.,All children who participate in WLZ are ‘at risk’ in multiple areas: Economic Disadvantage (this is prioritised); Emotional wellbeing; English; Maths; School Attendance; and Relationships. 8 out of 10 of all WLZ children are at risk in 3 or more of these areas; 1 in 4 are at risk in 5 or more.,,,,,,Simple Ex-post verification ,New data collected,,4,4,4.5,4.1,,
INDIGO-POJ-0184,outcomemetric4,Metric 4: Child achieves at least two outcome on the WLZ rate card to get on track to flourish in adulthood (e.g.) less likely to go on to experience NEET-status and/or crime and/or poor wellbeing by adulthood and more likely to achieve goals for work/college/university.,All children who participate in WLZ are ‘at risk’ in multiple areas: Economic Disadvantage (this is prioritised); Emotional wellbeing; English; Maths; School Attendance; and Relationships. 8 out of 10 of all WLZ children are at risk in 3 or more of these areas; 1 in 4 are at risk in 5 or more.,,,,,,Simple Ex-post verification ,New data collected,,4,4,4.5,4.1,,
INDIGO-POJ-0184,outcomemetric5,Metric 5: Child achieves three outcomes on the WLZ rate card to get on track to flourish in adulthood (e.g.) less likely to go on to experience NEET-status and/or crime and/or poor wellbeing by adulthood and more likely to achieve goals for work/college/university.,All children who participate in WLZ are ‘at risk’ in multiple areas: Economic Disadvantage (this is prioritised); Emotional wellbeing; English; Maths; School Attendance; and Relationships. 8 out of 10 of all WLZ children are at risk in 3 or more of these areas; 1 in 4 are at risk in 5 or more.,,,,,,Simple Ex-post verification ,New data collected,,4,4,4.5,4.1,,
INDIGO-POJ-0184,outcomemetric6,Metric 6: Parent consent given to participate,,,,,,,Simple Ex-post verification ,New data collected,,4,4,4.5,4.1,,
INDIGO-POJ-0188,outcomemetric1,Metric 1: Engagement and completion of vocational profile ,,546,Individual,,,,,,,8,3,8.5,,,
INDIGO-POJ-0188,outcomemetric2,Metric 2: Job Start ,,181,Individual,,,,,,,8,3,8.5,,,
INDIGO-POJ-0188,outcomemetric3,Metric 3: Job sustainment < 16 hours per week,,55,Individual,,,,,,,8,3,8.5,,,
INDIGO-POJ-0188,outcomemetric4,Metric 4: Job sustainment > 16 hours per week,,55,Individual,,,,,,,8,3,8.5,,,
INDIGO-POJ-0189,outcomemetric1,Metric 1: Engagement and completion of vocational profile ,People with enduring and severe mental health issues,419,Individual,,,,Simple Ex-post verification ,New data collected,Employment and training,8,3,8.5,,,
INDIGO-POJ-0189,outcomemetric2,Metric 2: Job Start,People with enduring and severe mental health issues,197,Individual,,,,Simple Ex-post verification ,New data collected,Employment and training,8,3,8.5,,,
INDIGO-POJ-0189,outcomemetric3,Metric 3: Job sustainment < 16 hours per week,People with enduring and severe mental health issues,66,Individual,,,,Simple Ex-post verification ,New data collected,Employment and training,8,3,8.5,,,
INDIGO-POJ-0189,outcomemetric4,Metric 4: Job Sustainment >16 per week,People with enduring and severe mental health issues,56,Individual,,,,Simple Ex-post verification ,New data collected,Employment and training,8,3,8.5,,,
INDIGO-POJ-0190,outcomemetric1,Metric 1: Engagement - Employment Specialist completion of three appointments with the Service User or when they have worked with the Service User to complete a vocational profile.,,,Individual,,,,Simple Ex-post verification ,New data collected,,8,3,8.5,3.5,,Also 8.6
INDIGO-POJ-0190,outcomemetric2,"Metric 2: Job starts - Service user starts paid employment and achieved within first day of employment. Evidence needed to be collected from the service user for verification which included typically employer-generated letter, 1st payslip or self-declaration.",,,Individual,,,,Simple Ex-post verification ,New data collected,,8,3,8.5,3.5,,Also 8.6
INDIGO-POJ-0190,outcomemetric3,"Metric 3: Job sustainment - Sustainment’s of a paid job are measured at 13 weeks at either under 16 hours or over 16 hours. Evidence needed to be collected for verification, which included pay slips, time slips or self declarations.",,,Individual,,,,Simple Ex-post verification ,New data collected,,8,3,8.5,3.5,,Also 8.6
INDIGO-POJ-0190,outcomemetric4,"Metric 4: Health improvements - An ‘Addictions patient reported outcomes questionnaire’ was completed at the start of the programme and at least 6 months after engagement for service users. A reduction is scores indicated increased health improvements. Developed by Kings College, the tool is a combination of Treatment Outcome Profiles (TOP) score and Substance Use Recovery Evaluator (SURE).",,,Individual,,,,Simple Ex-post verification ,New data collected,,3,,,,,
INDIGO-POJ-0190,outcomemetric5,Metric 5: Change is forecast healthcare usage costs - Innovative measure to find out whether forecast use of NHS services would be decreased by those using the IPS Service.,,,Individual,,,,Simple Ex-post verification ,New data collected,,8,3,8.5,3.5,,Also 8.6
INDIGO-POJ-0191,outcomemetric1,Improvement in energy efficiency in the building,,200,,,,,,Existing administrative data,,,,,,,Better energy efficiency assessement after rehabilitation.
INDIGO-POJ-0191,outcomemetric2,Rehabilitation of indecent housing,,,,,,,,Existing administrative data,,,,,,,Rehabilitation following reporting of indecent housing conditions.
INDIGO-POJ-0191,outcomemetric3,Low-rent housign for very vulnerable population,,,,,,,,Existing administrative data,,,,,,,Accommodation rented by very vulnerable households according to ANAH's criteria.
INDIGO-POJ-0192,outcomemetric1,Metric 1: Engagement and completion of vocational profile ,People with learning disabilities,370,Individual,,,,Simple Ex-post verification ,New data collected,Employment and training,8,3,8.5,,,
INDIGO-POJ-0192,outcomemetric2,Metric 2: Job start ,People with learning disabilities,182,Individual,,,,Simple Ex-post verification ,New data collected,Employment and training,8,3,8.5,,,
INDIGO-POJ-0192,outcomemetric3,Metric 3: Job sustainment < 16 hours per week ,People with learning disabilities,40,Individual,,,,Simple Ex-post verification ,New data collected,Employment and training,8,3,8.5,,,
INDIGO-POJ-0192,outcomemetric4,Metric 4: Job sustainment > 16 hours per week,People with learning disabilities,17,Individual,,,,Simple Ex-post verification ,New data collected,Employment and training,8,3,8.5,,,
INDIGO-POJ-0193,outcomemetric1,Metric 1: Individual engages with IPS programme and completes vocational profile,People with enduring and severe mental health issues,1223,Individual,,,,Simple Ex-post verification ,New data collected,Employment and training,8,3,8.5,,,
INDIGO-POJ-0193,outcomemetric2,Metric 2: Individual gains competitive employment and starts Job ,People with enduring and severe mental health issues,454,Individual,,,,Simple Ex-post verification ,New data collected,Employment and training,8,3,8.5,,,
INDIGO-POJ-0193,outcomemetric3,Metric 3: Individual sustains Job at less than 16 hours a week < 16 hours per week,People with enduring and severe mental health issues,193,Individual,,,,Simple Ex-post verification ,New data collected,Employment and training,8,3,8.5,,,
INDIGO-POJ-0193,outcomemetric4,Metric 4: Individual sustains Job at more than 16 hours per week,People with enduring and severe mental health issues,158,Individual,,,,Simple Ex-post verification ,New data collected,Employment and training,8,3,8.5,,,
INDIGO-POJ-0194,outcomemetric1,"Metric 1: Move from residential to foster care (with payment made at the end of the first week in foster care, with 79 service users expected to achieve the payment). Payments are also made for subsequent weeks in foster care (for a maximum of 104 weeks), but for readability this has not been included in the data visualisation.",,79,Individual,,,,Simple Ex-post verification ,New data collected,Child and family welfare,1,,1.3,,,
INDIGO-POJ-0195,outcomemetric1,Metric 1: Young person registers for the Skill Mill programme by signing the registration form.,High risk ex-offenders aged 16-18,252,Individual,,,,Simple Ex-post verification ,New data collected,Criminal justice,8,4,,,,
INDIGO-POJ-0195,outcomemetric2,Metric 2: Service User has completed at least four weeks on the programme with regular attendance of at least 75% as evidenced by daily attendance register. ,High risk ex-offenders aged 16-18,252,Individual,,,,Simple Ex-post verification ,New data collected,Employment and training,8,4,,,,
INDIGO-POJ-0195,outcomemetric3,"Metric 3: Service User has completed the Skill Mill programme with regular attendance of at least 75%, or completes 5 months of the programme, but departs for purposes of entry into a job position.",High risk ex-offenders aged 16-18,212,Individual,,,,Simple Ex-post verification ,New data collected,Employment and training,4,8,,,,
INDIGO-POJ-0195,outcomemetric4,Metric 4: Confirmation from AQA that Level 2 award has been achieved.,High risk ex-offenders aged 16-18,240,Individual,,,,Simple Ex-post verification ,New data collected,Education,8,4,,,,
INDIGO-POJ-0195,outcomemetric5,Metric 5: Letter from employer confirming full or part time employment for Service User; or Confirmation from HMT that Service User has registered as employed; or Evidence of enrolment into a NVQ Level 2 or above training course.,High risk ex-offenders aged 16-18,179,Individual,,,,Simple Ex-post verification ,New data collected,Employment and training,8,4,,,,
INDIGO-POJ-0195,outcomemetric6,Metric 6: Confirmation from Police or another local agency with access to the Police National Computer that Service User has not been reconvicted during this period; or confirmation from the YOT (Youth Offending Team).,High risk ex-offenders aged 16-18,252,Individual,,,,Simple Ex-post verification ,New data collected,Employment and training,8,4,,,,
INDIGO-POJ-0196,outcomemetric1,Support families in the shelters,,68,Other,families,,,,Existing administrative data,,1,,1.3,,,
INDIGO-POJ-0196,outcomemetric2,"Prevent placement of children in foster care.
",,68,Other,families,,,,Existing administrative data,,4,,4.2,,,
INDIGO-POJ-0197,outcomemetric1,Short-term outcome. Sexual and reproductive health services (SRH) uptake.,,244445,,,,,,,,5,3,5.6,3.7,,
INDIGO-POJ-0197,outcomemetric2,Intermediate-term outcome. Contraceptive prevalence rate.,,,,,,,,,,5,3,5.6,3.7,,
INDIGO-POJ-0197,outcomemetric3,Long-term outcome. Adolescent birth rate. This outcome is not measured during the life of the impact bond (2020-2022). ,,,,,,,,,,5,3,5.6,3.7,,
INDIGO-POJ-0198,outcomemetric1,Metric 1: Engagement/ ‘Involved’ measure. A staff assessment of the ‘engagement’ level of a young person in the programme between 12 and 24 weeks after enrolment. A bespoke Engagement Matrix will be used.,"Children and young people aged between 8-17 with specific issues - low school attendance, recent offenders, looked after children, NEETS, pre-NEETs, and young people with mental health problems.",4800,Individual,,,,Simple Ex-post verification ,New data collected,,10,3,,,,
INDIGO-POJ-0198,outcomemetric2,"Metric 2: Physical literacy measure at mid-point. A young person will complete a midpoint questionnaire, 12 to 24 weeks after enrolment and providing they have been assessed as being ‘involved’, which will measure perceptions of physical literacy. ","Children and young people aged between 8-17 with specific issues - low school attendance, recent offenders, looked after children, NEETS, pre-NEETs, and young people with mental health problems.",3840,Individual,,,,Simple Ex-post verification ,New data collected,,4,,4.7,,,
INDIGO-POJ-0198,outcomemetric3,"Metric 3: Physical literacy measure at end-point. A young person will complete an endpoint questionnaire, 36 to 52 weeks after enrolment, which will measure perceptions of physical literacy.","Children and young people aged between 8-17 with specific issues - low school attendance, recent offenders, looked after children, NEETS, pre-NEETs, and young people with mental health problems.",2400,Individual,,,,Simple Ex-post verification ,New data collected,,4,,4.7,,,
INDIGO-POJ-0198,outcomemetric4,Metric 4: Achievement of a recognised sports qualification / coaching award started during any quarter. The delivery organisation will provide a copy of the certificate of achievement.,"Children and young people aged between 8-17 with specific issues - low school attendance, recent offenders, looked after children, NEETS, pre-NEETs, and young people with mental health problems.",1152,Individual,,,,Simple Ex-post verification ,New data collected,,3,,,,,
INDIGO-POJ-0198,outcomemetric5,"Metric 5: Reduction in re-offending of young people who have offended once or are subject to a Pre-Court Disposal Order in the 12 months prior to referral into the programme. For young people who have offended once, the participating LA will provide a letter confirming the offending / non offending behaviour of the young person at the end of each quarter of their involvement in the programme.","Children and young people aged between 8-17 with specific issues - low school attendance, recent offenders, looked after children, NEETS, pre-NEETs, and young people with mental health problems.",768,Individual,,,,Simple Ex-post verification ,New data collected,,3,,,,,
INDIGO-POJ-0198,outcomemetric6,"Metric 6: Reduction of young people who have offended three times or more in previous 12-month period by one third over the year following referral No further offending over each three-month period following engagement. For young people who have offended a minimum of three times, the participating LA will provide a letter confirming the behaviour of the young person at the end of each quarter of their involvement in the programme.","Children and young people aged between 8-17 with specific issues - low school attendance, recent offenders, looked after children, NEETS, pre-NEETs, and young people with mental health problems.",144,Individual,,,,Simple Ex-post verification ,New data collected,,4,,,,,
INDIGO-POJ-0198,outcomemetric7,Metric 7: Improvement in school or Pupil Referral Unit attendance of each 10% over three full terms compared to the full term immediately prior to referral to the programme. The participating LA school or PRU will provide a letter confirming the attendance rate of the young person at the end of each of the following three full school terms after they have enrolled on the programme. ,"Children and young people aged between 8-17 with specific issues - low school attendance, recent offenders, looked after children, NEETS, pre-NEETs, and young people with mental health problems.",960,Individual,,,,Simple Ex-post verification ,New data collected,,4,,4.1,,,
INDIGO-POJ-0198,outcomemetric8,Metric 8: Completion of a three-month volunteering or work experience placement totalling a minimum of 30 hours. The organisation hosting the volunteering or work placement will provide a letter documenting the length and type of placement.,"Children and young people aged between 8-17 with specific issues - low school attendance, recent offenders, looked after children, NEETS, pre-NEETs, and young people with mental health problems.",480,Individual,,,,Simple Ex-post verification ,New data collected,,8,,,,,
INDIGO-POJ-0199,outcomemetric1,Metric 1: Young person stays out of residential care for three months,"The cohort is young people with a learning disability and/or autism and displaying challenging behaviour, who professionals feel is at risk of going into residential care",14,Individual,,,,Simple Ex-post verification ,New data collected,Child and family welfare,8,8,8.5,8.7,,
INDIGO-POJ-0199,outcomemetric2,Metric 2: Young person stays out of residential care for another three months (6 months) ,"The cohort is young people with a learning disability and/or autism and displaying challenging behaviour, who professionals feel is at risk of going into residential care",14,Individual,,,,Simple Ex-post verification ,New data collected,Child and family welfare,8,8,8.5,8.7,,
INDIGO-POJ-0199,outcomemetric3,Metric 3: Young person stays out of residential care for another three months (9 months) ,"The cohort is young people with a learning disability and/or autism and displaying challenging behaviour, who professionals feel is at risk of going into residential care",13,Individual,,,,Simple Ex-post verification ,New data collected,Child and family welfare,8,8,8.5,8.7,,
INDIGO-POJ-0199,outcomemetric4,Metric 4: Young person stays out of residential care for another three months (12 months),"The cohort is young people with a learning disability and/or autism and displaying challenging behaviour, who professionals feel is at risk of going into residential care",12,Individual,,,,Simple Ex-post verification ,New data collected,Child and family welfare,8,8,8.5,8.7,,
INDIGO-POJ-0199,outcomemetric5,Metric 5: Young person stays out of residential care for another three months (15 months),"The cohort is young people with a learning disability and/or autism and displaying challenging behaviour, who professionals feel is at risk of going into residential care",12,Individual,,,,Simple Ex-post verification ,New data collected,Child and family welfare,8,8,8.5,8.7,,
INDIGO-POJ-0199,outcomemetric6,Metric 6: Young person stays out of residential care for another three months (18 months),"The cohort is young people with a learning disability and/or autism and displaying challenging behaviour, who professionals feel is at risk of going into residential care",12,Individual,,,,Simple Ex-post verification ,New data collected,Child and family welfare,8,8,8.5,8.7,,
INDIGO-POJ-0199,outcomemetric7,Metric 7: Young person stays out of residential care for another three months (21 months),"The cohort is young people with a learning disability and/or autism and displaying challenging behaviour, who professionals feel is at risk of going into residential care",12,Individual,,,,Simple Ex-post verification ,New data collected,Child and family welfare,8,8,8.5,8.7,,
INDIGO-POJ-0199,outcomemetric8,Metric 8: Young person stays out of residential care for another three months (24 months),"The cohort is young people with a learning disability and/or autism and displaying challenging behaviour, who professionals feel is at risk of going into residential care",12,Individual,,,,Simple Ex-post verification ,New data collected,Child and family welfare,8,8,8.5,8.7,,
INDIGO-POJ-0199,outcomemetric9,Metric 9: Young person stays out of residential care for another three months (27 months),"The cohort is young people with a learning disability and/or autism and displaying challenging behaviour, who professionals feel is at risk of going into residential care",11,Individual,,,,Simple Ex-post verification ,New data collected,Child and family welfare,8,8,8.5,8.7,,
INDIGO-POJ-0199,outcomemetric10,Metric 10: Young person stays out of residential care for another three months (30 months),"The cohort is young people with a learning disability and/or autism and displaying challenging behaviour, who professionals feel is at risk of going into residential care",11,Individual,,,,Simple Ex-post verification ,New data collected,Child and family welfare,8,8,8.5,8.7,,
INDIGO-POJ-0199,outcomemetric11,Metric 11: Young person stays out of residential care for another three months (33 months),"The cohort is young people with a learning disability and/or autism and displaying challenging behaviour, who professionals feel is at risk of going into residential care",11,Individual,,,,Simple Ex-post verification ,New data collected,Child and family welfare,8,8,8.5,8.7,,
INDIGO-POJ-0199,outcomemetric12,Metric 12: Young person stays out of residential care for another three months (36 months),"The cohort is young people with a learning disability and/or autism and displaying challenging behaviour, who professionals feel is at risk of going into residential care",11,Individual,,,,Simple Ex-post verification ,New data collected,Child and family welfare,8,8,8.5,8.7,,
INDIGO-POJ-0199,outcomemetric13,Metric 13: Young person stays out of residential care for another three months (39 months),"The cohort is young people with a learning disability and/or autism and displaying challenging behaviour, who professionals feel is at risk of going into residential care",11,Individual,,,,Simple Ex-post verification ,New data collected,Child and family welfare,8,8,8.5,8.7,,
INDIGO-POJ-0199,outcomemetric14,Metric 14: Young person stays out of residential care for another three months (42 months),"The cohort is young people with a learning disability and/or autism and displaying challenging behaviour, who professionals feel is at risk of going into residential care",11,Individual,,,,Simple Ex-post verification ,New data collected,Child and family welfare,8,8,8.5,8.7,,
INDIGO-POJ-0200,outcomemetric1,Metric 1: Sustainment of caring role (6 months),,2240,,,,,,,,3,3,3.c,3.d,,
INDIGO-POJ-0200,outcomemetric2,Metric 2: Sustainment of caring role (12 months),,1776,,,,,,,,3,3,3.c,3.d,,
INDIGO-POJ-0200,outcomemetric3,Metric 3: Number of carers known and understood by Norfolk,,11182,,,,,,,,3,3,3.c,3.d,,
INDIGO-POJ-0200,outcomemetric4,Metric 4: Number of carers accessing the service,,3287,,,,,,,,3,3,3.c,3.d,,
INDIGO-POJ-0200,outcomemetric5,Metric 5: Wellbeing assessment and action plan completed,,2732,,,,,,,,3,3,3.c,3.d,,
INDIGO-POJ-0200,outcomemetric6,Metric 6: Wellbeing improvement (6 months),,1858,,,,,,,,3,,,,,
INDIGO-POJ-0200,outcomemetric7,Metric 7: Wellbeing improvement (12 months ),,1076,,,,,,,,3,,,,,
INDIGO-POJ-0201,outcomemetric1,Metric 1: Child/young person steps down from residential care into a familial type environment (Weeks spent out of residential care after intervention) ,,8840,Individual,,,,Simple Ex-post verification ,New data collected,Child and family welfare,3,,,,,
INDIGO-POJ-0201,outcomemetric2,"Metric 2: Stabilising foster care placements where the child/ young person would, without intervention be likely to enter residential care (Weeks spent in foster carer after intervention)",,8840,Individual,,,,Simple Ex-post verification ,New data collected,Child and family welfare,3,,,,,
INDIGO-POJ-0201,outcomemetric3,Metric 3: Re-unifying children/ young people who have entered care with their family/ primary carer (Weeks out of care with birth parents/ primary carers after intervention),,5928,Individual,,,,Simple Ex-post verification ,New data collected,Child and family welfare,3,,,,,
INDIGO-POJ-0201,outcomemetric4,Metric 4: Preventing children/ young people on the edge of care - entering the care of the local authority (Weeks out of care with birth parents/ primary carers after intervention),,6968,Individual,,,,Simple Ex-post verification ,New data collected,Child and family welfare,3,,,,,
INDIGO-POJ-0204,outcomemetric1,Better energy efficiency assessement after rehabilitation.,,60,Individual,,,,,Existing administrative data,,,,,,,Baseline/Evidence required: Standard energy efficiency-greenhouse gas assessment before and after rehabilitation works.
INDIGO-POJ-0204,outcomemetric2,Accommodation rented by and adapted for very vulnerable households.,,,,,,,,Existing administrative data,,,,,,,"Baseline/Evidence required: ANAH convention with the lessor, income declaration of the tenants, reduced mobility statement."
INDIGO-POJ-0204,outcomemetric3,High environmental quality along the life of the building corresponding to the current norms.,,,,,,,,Existing administrative data,,,,,,,Baseline/Evidence required: Environmental and sanitary statement (Fiche de déclaration environnementale et sanitaire).
INDIGO-POJ-0205,outcomemetric1,"The first aim is to ensure that 70% of young people facing dropout risk will successfully complete upper secondary education. The bonus will be paid for successful completion of upper secondary education, higher education studies and finding work (City of Jyväskylä).",,,,,,,,Existing administrative data,,4,,4.1,,,This outcome corresponds to the City of Jyväskylä.
INDIGO-POJ-0205,outcomemetric2,"The second aim is that child welfare placements of sixth-graders with weak school performance and a risk of becoming child welfare clients will decrease by 50%. The bonus will be paid for avoiding child welfare placements, a reduction in unauthorised absences and improvement in school performance(City of Jyväskylä).",,,,,,,,Existing administrative data,,4,,4.5,,,This outcome corresponds to the City of Jyväskylä.
INDIGO-POJ-0205,outcomemetric3,The aim is that 80% of young people in substitute care will at least complete upper secondary education and 80% of them will study or be in gainful employment at the age of 25. The bonus will be paid for successful completion of upper secondary education and for finding work (City of Tampere).,,,,,,,,Existing administrative data,,4,,4.1,,,This outcome corresponds to the City of Tampere.
INDIGO-POJ-0205,outcomemetric4,"The bonus will be paid for savings in child welfare costs, for a parent successfully completing upper secondary education and for a parent finding employment. The bonus model is based on a forecast of child welfare costs, and education and employment trends with current measures (City of Karkkila and the Municipality of Vihti).",,,,,,,,Existing administrative data,,4,3,4.5,,,This outcome corresponds to the City of Karkkila and the Municipality of Vihti.
INDIGO-POJ-0206,outcomemetric1,"10% reduction in the rate of failure in the subjects of Portuguese and/or  Mathematics, compared to a control group.",Students with low socioeconomic status,,Individual,,,,,,Education,4,,4.1,,,
INDIGO-POJ-0207,outcomemetric1,"Percentage of young people who committed acts qualified as crime, who are confined in Educational Centers, with reduction of at least one of the risk factors for criminal recurrence",Young inmates,,Individual,,,,,,Criminal justice,4,16,4.4,16.1,,
INDIGO-POJ-0209,outcomemetric1,50% of participants with basic or more than basic digital skills,,,,,,,,,Education,4,9,4.4,9.c,,
INDIGO-POJ-0209,outcomemetric2,60% of participants with basic or more than basic digital skills,,,,,,,,,Education,4,9,4.4,9.c,,
INDIGO-POJ-0209,outcomemetric3,70% of participants with basic or more than basic digital skills,,,,,,,,,Education,4,9,4.4,9.c,,
INDIGO-POJ-0210,outcomemetric1,Outcomes are not disclosed for this project,Long-term unemployed people,250,Individual,,,,,,,,,,,,
INDIGO-POJ-0211,outcomemetric1,Job placement in formal employment,Unemployed vulnerable individuals from the metropolitan area of Medellin,346,Individual,,,,,,,4,,4.5,,,
INDIGO-POJ-0211,outcomemetric2,Three-month job retention,Unemployed vulnerable individuals from the metropolitan area of Medellin,270,Individual,,,,,,,4,,4.5,,,
INDIGO-POJ-0212,outcomemetric1,Savings on a wide range of costs.,,,,,,,,,,3,,,,,
INDIGO-POJ-0213,outcomemetric1,Savings on social benefits,,,,,,,,,,4,,4.5,,,
INDIGO-POJ-0214,outcomemetric1,Savings of social benefits which have to be paid by employer (ministry of defence),,,,,,,,,,4,,4.4,4.3,,
INDIGO-POJ-0215,outcomemetric1,Saving of benefits,,,,,,,,,,4,16,,16.3,,
INDIGO-POJ-0216,outcomemetric1,Saving of benefits,,,,,,,,,,4,10,4.5,10.2,,
INDIGO-POJ-0217,outcomemetric1,Savings of benefits,,,,,,,,,,4,,4.4,,,
INDIGO-POJ-0218,outcomemetric1,The number of hours that the young people collectively spend in work and work-like activities during their 60 weeks of coaching.,870,,,,"288,000 hours above the counterfactual, or 8.5 hours per active participant per week above the counterfactual (3 hours per week)",,Historical comparison,New data collected,,8,,8.6,,,Data sources include: SYC data (collected from participants) and Federal Government data for the baseline data.
INDIGO-POJ-0219,outcomemetric1,Reduction in the number of days that students are absent from school.,Vulnerable primary school students with priorty given to Aboriginal and Torres Strait Islander students.,300,Individual,,22% reduction in the number of days that students are absent from school.,,Historical comparison,Existing administrative data,Education,4,,4.1,,,Data sources include data from Victorian Government. 
INDIGO-POJ-0220,outcomemetric1,Reunification of children in out-of-home care to their families,"224 families, including 314 children (approximately)",,,,25% of children are reunified with their families above the counterfactual/baseline,,Historical comparison,Existing administrative data,,1,,1.3,,,
INDIGO-POJ-0221,outcomemetric1,"No Negative Indicators (a conviction, live in social housing / emergency accomodation or have a child placed into out-of-home care) are recorded for an individual from their enrolment date to the end of their Measurement Period (12 months following exit from the program), and at least one Positive Indicator (maintain employment, education and/or independent housing) is recorded during their 12 months following exit from Foyer Central.",,272,Individual,,60% of participants (approx. 163 young people),,Simple Ex-post verification ,Existing administrative data,,,,,,,
