Project ID,Id,Name - (Value),Type - (Value),Publishing Organisations - (Value),URL - (Value),Archive URL - (Value),Internal URL - (Value),Publication Date - (Value),Accessed Date - (Value),Notes
INDIGO-POJ-0190,source1,DCMS Data Portal for the Life Chances Fund,Website,"Department for Digital, Culture, Media and Sports",,,https://lcf.lightning.force.com/lightning/r/Form_LCF_Grant_Baseline_1__c/a0d1n000007q4KvAAI/view,2020-07-01,2020-08-24,
INDIGO-POJ-0190,sourcehackandlearn2020,Hack and Learn - September 2020,,,,,,,,
INDIGO-POJ-0190,sourcehackandlearn2021-08,Hack and Learn - August 2021,,,,,,,,
INDIGO-POJ-0190,source2,Email communication with project.,,,,,,,2023-12-15,
INDIGO-POJ-0191,source1,Interview with Mathilde Pellizzari (Impact Invest Lab),,,,,,,,
INDIGO-POJ-0192,source1,DCMS Data Portal for LCF Projects,Website,"INDIGO-ORG-0171, INDIGO-ORG-0306",,,https://lcf.lightning.force.com/lightning/r/Form_LCF_Grant_Baseline_1__c/a0d4J000003JRt6QAG/view,,,
INDIGO-POJ-0193,source1,DCMS Data Portal for LCF Projects,Website,"INDIGO-ORG-0171, INDIGO-ORG-0306",,,https://lcf.lightning.force.com/lightning/r/Form_LCF_Grant_Baseline_1__c/a0d4J000003JRt6QAG/view,,,
INDIGO-POJ-0194,source1,DCMS Data Portal for LCF Projects,Website,"INDIGO-ORG-0171, INDIGO-ORG-0306",,,https://lcf.lightning.force.com/lightning/r/Form_LCF_Grant_Baseline_1__c/a0d4J000003JRt6QAG/view,,,
INDIGO-POJ-0195,source1,DCMS Data Portal for LFC projects,Website,"INDIGO-ORG-0171, INDIGO-ORG-0306",,,https://lcf.lightning.force.com/lightning/r/Form_LCF_Grant_Baseline_1__c/a0d4J00000M6d9xQAB/view,,,
INDIGO-POJ-0195,source2,Big Issue Invest,,,,,,,,
INDIGO-POJ-0196,source1,"Ministère de l'Économie et des Finances, ""Dossier de Présentation - Conférence sur l'Investissement à l'Impact Social"" (24/11/2016), (trans.) Presentation Brief - Social Impact Investment Conference (Ministry of the Economy and Public Finances) - p.7",,,,,,,,
INDIGO-POJ-0196,source2,"La Gazette (Club Finances), ""Le contrat à impact social est 'un outil à manier avec une grande délicatesse'"" (trans. ""Social Impact Contracts: 'a tool that needs to be handled with great care'""), 10/05/2019, https://www.lagazettedescommunes.com/621032/le-contrat-a-impact-social-est-un-outil-a-manier-avec-une-grande-delicatesse/",,,,,,,,
INDIGO-POJ-0196,source3,"Apprentis d'Auteil, press release (""Avec le relais familial apprentis d'Auteil innove en matière de prévention""), https://www.apprentis-auteuil.org/actualites/accompagnement-des-parents/avec-le-relais-familial-apprentis-dauteuil-innove-en-matiere-de-prevention.html",,,,,,,,
INDIGO-POJ-0196,source4,"RTES, ""Gironde: Un contrat à impact sociale pour financer un projet de relais familiaux avec les Apprentis d'Auteil pour prévenir le placement d'enfants"", 13/05/2019, http://www.rtes.fr/gironde-un-contrat-a-impact-social-pour-financer-un-projet-de-relais-familiaux-avec-les-apprentis-d",,,,,,,,
INDIGO-POJ-0196,source5,"Ministère de l'Économie et des Finances, ""Dossier de Présentation - Conférence sur l'Investissement à l'Impact Social"" (24/11/2016), (trans.) Presentation Brief - Social Impact Investment Conference (Ministry of the Economy and Public Finances) - p.1",,,,,,,,
INDIGO-POJ-0196,source6,"Banque des Territoires, ""La Banque des Territoires engagée dans l'investissement à impact social"", 18/04/2019, https://www.banquedesterritoires.fr/la-banque-des-territoires-engagee-dans-linvestissement-impact-social",,,,,,,,
INDIGO-POJ-0196,source7,"Ministère de l'Économie et des Finances, ""Dossier de Présentation - Conférence sur l'Investissement à l'Impact Social"" (24/11/2016), (trans.) Presentation Brief - Social Impact Investment Conference (Ministry of the Economy and Public Finances) - p.7; Apprentis d'Auteil, press release (""Avec le relais familial apprentis d'Auteil innove en matière de prévention""), https://www.apprentis-auteuil.org/actualites/accompagnement-des-parents/avec-le-relais-familial-apprentis-dauteuil-innove-en-matiere-de-prevention.html",,,,,,,,
INDIGO-POJ-0197,source1,KIOS 2019 Impact Report,Report,INDIGO-ORG-0042,https://koisinvest.com/wp-content/uploads/2020/05/KOIS-impact-report-2019.pdf,,,,2020-10-05,Pages 64 and 65
INDIGO-POJ-0197,source2,KOIS website,Website,INDIGO-ORG-0042,https://koisinvest.com/project/improving-access-to-sexual-and-reproductive-health-services-for-adolescent-girls-in-kenya/,,,,,
INDIGO-POJ-0197,sourcehackandlearn2021-08,Hack and Learn - August 2021,,,,,,,,
INDIGO-POJ-0197,source3,Interview with Triggerise 02/02/2022,,,,,,,,
INDIGO-POJ-0197,source4,In Their Hands case study (GO Lab),Website,,https://golab.bsg.ox.ac.uk/knowledge-bank/case-studies/in-their-hands/#intro-the-impact,,,,,
INDIGO-POJ-0198,source1,"Department for Digital, Culture, Media & Sport (DCMS) and The National Lottery Community Fund",Website,"INDIGO-ORG-0171, INDIGO-ORG-0306",,,https://lcf.lightning.force.com/lightning/r/Form_LCF_Grant_Baseline_1__c/a0d4J00000InT2ZQAV/view,,,
INDIGO-POJ-0198,sourcehackandlearn2021-08,Hack and Learn - August 2021,,,,,,,,
INDIGO-POJ-0199,source1,"Department for Digital, Culture, Media and Sports Data Portal for LCF projects",Website,"INDIGO-ORG-0171, INDIGO-ORG-0306",,,https://lcf.lightning.force.com/lightning/r/Form_LCF_Grant_Baseline_1__c/a0d4J000003JVlMQAW/view,,,
INDIGO-POJ-0199,sourcehackandlearn2021-08,Hack and Learn - August 2021,,,,,,,,
INDIGO-POJ-0200,source1,"Department for Digital, Culture, Media and Sports Data Portal for LCF projects",Website,"INDIGO-ORG-0171, INDIGO-ORG-0306",,,,,,
INDIGO-POJ-0200,source2,Bridges Fund Management ,,,,,,,,
INDIGO-POJ-0200,source3,Bridges Fund Management: 'Bridges closes second Social Outcomes Fund at extended hard cap of £35m',Website,,https://www.bridgesfundmanagement.com/bridges-closes-second-social-outcomes-fund-at-extended-hard-cap-of-35m/,,https://www.bridgesfundmanagement.com/bridges-closes-second-social-outcomes-fund-at-extended-hard-cap-of-35m/,,,
INDIGO-POJ-0200,sourcehackandlearn2021-08,Hack and Learn - August 2021,,,,,,,,
INDIGO-POJ-0201,source1,"Department for Digital, Culture, Media & Sport (DCMS) Data Portal for Life Chances Fund",Website,"INDIGO-ORG-0171, INDIGO-ORG-0306",,,https://lcf.lightning.force.com/lightning/r/Form_LCF_Grant_Baseline_1__c/a0d4J00000PLkn8QAD/view,,,
INDIGO-POJ-0202,source1,Media Release from Victoria State Government ,,Victoria State Government ,https://www.premier.vic.gov.au/innovative-program-helping-young-people-finish-school,,,,,
INDIGO-POJ-0202,source2,Latitude Network Blog Post,Website,Latitude Network,http://www.latitude.network/blog/launch-of-mcm-social-impact-investment,,,,,
INDIGO-POJ-0202,source3,Pro Bono Australia Blog Post,Website,Pro Bono Australia,https://probonoaustralia.com.au/news/2020/10/new-social-impact-bond-focuses-on-disengaged-students/,,,,,
INDIGO-POJ-0203,source1,Children SIB ,Website,SITRA ,https://www.sitra.fi/en/cases/children-sib/ ,,,,,
INDIGO-POJ-0203,source2,"EUR 5 million for the well-being of children and young people under the leadership of S-Bank and FIM - investors include the S Group, LähiTapiola and Sitra ",Website,FIM ,https://www.fim.com/fi/tiedotteet/2020/lasten-ja-nuorten-hyvinvointiin-5-miljoonaa-euroa-s-pankin-ja-fimin-johdolla--sijoittajina-muun-muassa-s-ryhma-lahitapiola-ja-sitra/ ,,,,,
INDIGO-POJ-0203,source3,CHILDREN SIB ,Website,Central Union for Child Welfare ,https://www.lskl.fi/keskusliitto/organisaatio/lapset-sib/ ,,,,,
INDIGO-POJ-0203,source4,The coordination project will help the municipalities get started ,Website,Central Union for Child Welfare ,https://www.lskl.fi/keskusliitto/organisaatio/lapset-sib/koordinaatiohanke-auttaa-kuntia-alkuun/ ,,,,,
INDIGO-POJ-0203,source5,Children SIB Vantaa ,Website,City of Vantaa ,https://www.vantaa.fi/terveys-_ja_sosiaalipalvelut/lapsiperheiden_palvelut/tukea_lapselle_ja_nuorelle/lapset_sib_vantaa ,,,,,
INDIGO-POJ-0203,source6,Children SIB Lohja ,Website,City of Lohja ,https://www.lohja.fi/lapset-ja-nuoret/lapset-sib/ ,,,,,
INDIGO-POJ-0203,source7,Acquisition of support services for families with children: with the family service - Case Children SIB City of Helsinki ,Website,Keino,https://www.hankintakeino.fi/fi/keinokkaat-hankintaesimerkit/lapsiperheen-tukipalvelujen-hankinta-perheen-mukana-palvelu-case ,,,,,
INDIGO-POJ-0203,source8,Children SIB Kemiönsaari ,Website,Kemiönsaari Municipality ,https://www.kemionsaari.fi/fi/sosiaali-_ja_terveydenhuolto/sosiaalipalvelut/lapset_sib ,,,,,
INDIGO-POJ-0203,source9,"Email correspondence with Mika Pyykkö, Centre of Expertise on Impact Investing (Ministry of Economic Affairs and Employment of Finland) on 28/10/2020.",,,,,,,,
INDIGO-POJ-0204,source1,"Email correspondence with Mathilde Pellizari, Impact Invest Lab, on 19/11/2020.",,,,,,,,
INDIGO-POJ-0205,source1,"Email correspondence with Mika Pyykkö and Jani Kempas, Centre of Expertise on Impact Investing (Ministry of Economic Affairs and Employment of Finland) on 09/12/2020.",,,,,,,,
INDIGO-POJ-0206,source1,Portugal Social Innovation official website,Website,,https://inovacaosocial.portugal2020.pt/projetos/,,,,2021-03-22,
INDIGO-POJ-0206,source2,Email correspondence with Vera Egreja Barracho from Portugal Social Innovation on 20/04/2021,Email correspondence,,,,,,,
INDIGO-POJ-0206,sourcehackandlearn2022-03,Hack and Learn - March 2022,,,,,,,,
INDIGO-POJ-0206,source3,Email correspondence with Portugal Social Innovation Unit on 23/05/2022,Email correspondence,,,,,,,
INDIGO-POJ-0207,source1,Portugal Social Innovation official website,Website,,https://inovacaosocial.portugal2020.pt/projetos/,,,,2021-03-22,
INDIGO-POJ-0207,source2,Email exchange with Vera Egreja Barracho from Portugal Social Innovation Unit on 20/04/2021,Email correspondence,,,,,,,
INDIGO-POJ-0207,sourcehackandlearn2022-03,Hack and Learn - March 2022,,,,,,,,
INDIGO-POJ-0207,source3,Data updated after email correspondence with Portugal Social Innovation Unit on 23/05/2022,Email correspondence,,,,,,,
INDIGO-POJ-0209,source1,Portugal Inovação Social website,Website,,https://inovacaosocial.portugal2020.pt/project/ubbu-aprende-a-programar/,,,,2021-04-29,
INDIGO-POJ-0209,source2,"Email correspondence with Vera Egreja Barracho, from Portugal Social Innovation Unit, on 28/04/2021",Email correspondence,,,,,,,
INDIGO-POJ-0209,sourcehackandlearn2022-03,Hack and Learn - March 2022,,,,,,,,
INDIGO-POJ-0209,source3,Email correspondence with Portugal Social Innovation Unit on 23/05/2022,Email correspondence,,,,,,,
INDIGO-POJ-0210,source1,"Email exchange with Mathilde Pellizzari, from Impact Invest Lab, on 14/05/2021",,,,,,,,
INDIGO-POJ-0210,source2,"Article: L'ASSOCIATION SOLIDARITÉS NOUVELLES FACE AU CHÔMAGE SIGNE UN PREMIER CONTRAT À IMPACT SOCIAL ET LANCE LE PROJET ""EXPRESSIONS""",Website,,https://snc.asso.fr/espace-medias/communiques-presse/1416-L-association-Solidarites-Nouvelles-face-au-Chomage-signe-un-premier-Contrat-a-Impact-Social-et-lance-le-projet-Expressions-,,,,,
INDIGO-POJ-0211,source1,Press release from the Department of Social Prosperity (Colombia) - in Spanish.,Website,,,https://prosperidadsocial.gov.co/Noticias/lanzan-creo-tercer-bono-de-impacto-social-en-empleo-implementado-en-colombia/,,,,
INDIGO-POJ-0211,source2,CREO Impact Bond launch event - recording,Website,,,https://www.facebook.com/Prosperidad.Social/videos/497817694674250/,,,,
INDIGO-POJ-0212,source1,Email correspondence with Rouben Koekoek on 8/06/2021,,,,,,,,
INDIGO-POJ-0212,source2,Article: 'Sociaal Hospitaal en Society Impact werken aan opschaling' (Social Hospital and Society Impact are working on scaling up),Website,,https://societyimpact.nl/sociaal-hospitaal-en-society-impact-werken-aan-opschaling/,,,,2021-07-01,
INDIGO-POJ-0213,source1,Email correspondence with Ruben Koekoek on 08/06/2021,,,,,,,,
INDIGO-POJ-0213,source2,Article: 'Iedereen krijgt kans bij mediabedrijf' (Everyone gets a chance at media company),Website,,https://www.participatieprijswerkgevers.nl/wp-content/uploads/2020/02/meo-haarlem-in-haarlems-dagblad-02-02-20.pdf,,,,,
INDIGO-POJ-0214,source1,Email correspondence with Ruben Koekoek on 08/06/2021,,,,,,,,
INDIGO-POJ-0214,source2,Article: 'EU support for re-integration of Dutch military personnel into the labour market',,,https://ec.europa.eu/commission/presscorner/detail/en/IP_19_4049,,,,,
INDIGO-POJ-0215,source1,Email correspondence with Ruben Koekoek on 08/06/2021,,,,,,,,
INDIGO-POJ-0215,source2,Magazine: The Brabant Outcomes Fund's first expedition,Website,,https://english.brabant.nl/International-cooperation/Brabant-Outcomes-Fund/BOF-round-1,,,,,
INDIGO-POJ-0216,source1,Email correspondence with Ruben Koekoek on 08/06/2021,,,,,,,,
INDIGO-POJ-0216,source2,Magazine: The Brabant Outcomes Fund's first expedition,Website,,https://english.brabant.nl/International-cooperation/Brabant-Outcomes-Fund/BOF-round-1,,,,,
INDIGO-POJ-0217,source1,Email correspondence with Ruben Koekoek on 08/06/2021,,,,,,,,
INDIGO-POJ-0217,source2,Magazine: The Brabant Outcomes Fund's first expedition,Website,,https://english.brabant.nl/International-cooperation/Brabant-Outcomes-Fund/BOF-round-1,,,,,
INDIGO-POJ-0218,source1,Social Ventures Australia website visited on 05/10/2021: https://www.socialventures.com.au/work/sticking-together-social-impact-bond/,Website,,,,,,,
INDIGO-POJ-0218,source2,Email correspondence with Social Ventures Australia on 28/07/2021,,,,,,,,
INDIGO-POJ-0218,sourcehackandlearn2022-03,Hack and Learn - March 2022,,,,,,,,
INDIGO-POJ-0218,source3,"Review of the Sticking Together Project (STP) Final Report (Prepared for the NSW Department of Education, May 2021)",Report,,https://www.osii.nsw.gov.au/assets/office-of-social-impact-investment/files/Review-of-the-Sticking-Together-Project.pdf,,,,,
INDIGO-POJ-0219,source1,Social Ventures Australia website visited on 05/10/2021: https://www.socialventures.com.au/work/side-by-side-sib/,Website,,,,,,,
INDIGO-POJ-0219,source2,Email correspondence with Social Ventures Australia on 28/07/2021,,,,,,,,
INDIGO-POJ-0220,source1,Social Ventures Australia website visited on 05/10/2021: https://www.socialventures.com.au/work/newpin-sa-sib/,Website,,,,,,,
INDIGO-POJ-0220,source2,Email correspondence with Social Ventures Australia on 28/07/2021,,,,,,,,
INDIGO-POJ-0221,source1,Social Ventures Australia website visited on 05/10/2021: https://www.socialventures.com.au/work/foyer-central-sib/,Website,,,,,,,
INDIGO-POJ-0221,source2,Email correspondence with Social Ventures Australia on 28/07/2021,,,,,,,,
INDIGO-POJ-0221,source3,Foyer Central Social Impact Bond,Report,,https://www.osii.nsw.gov.au/assets/office-of-social-impact-investment/files/Uniting-Foyer-Central-baseline-report-FINAL-14072022.pdf,,,,,
INDIGO-POJ-0222,source1,"Press release from Actiris website, accessed on 07/10/2021 at: https://press.actiris.be/financiele-sector-schiet-langdurige-werklozen-te-hulp",Website,,,,,,,
INDIGO-POJ-0222,source2,KOIS website accessed on 07/10/2021 at: https://koisinvest.com/project/helping-low-skilled-long-term-unemployed-people-find-stable-jobs/,,,,,,,,
INDIGO-POJ-0222,source3,Email correspondence with KOIS on 04/11/2021.,,,,,,,,
INDIGO-POJ-0223,source1,https://www.refugeeimpactbond.org/,Website,,,,,,,
INDIGO-POJ-0223,source2,Email correspondence with KOIS on 4/11/2021.,,,,,,,,
INDIGO-POJ-0224,source1,Information about the project on the official web-site of VEB.RF,Website,,https://xn--90ab5f.xn--p1ai/ustojchivoe-razvitie/socialnoe-finansirovanie-test/socialnye-proekty/project-03/,,,,,
INDIGO-POJ-0224,source2,"Decree of the Government of the Primorsky Krai on 12/18/2020 No. 1048-pp ""On the implementation in the Primorsky Krai of the social impact bond in the field of social protection of the population"". Official legal information website.",Website,,http://publication.pravo.gov.ru/Document/View/2501202012220038,,,,,
INDIGO-POJ-0224,source3,VEB.RF Sustainable Development Report 2020,Report,,https://xn--90ab5f.xn--p1ai/files/?file=b4bea3b59d367cfd28864135d776cf98.pdf,,,,,
INDIGO-POJ-0224,source4,"Decree of the Government of the Russian Federation of November 21, 2019 No. 1491 ""On the organization of pilot testing of social impact bonds by the constituent entities of the Russian Federation in 2019 - 2024"". Official legal information website.",Website,,http://publication.pravo.gov.ru/Document/View/0001201911290005,,,,,
INDIGO-POJ-0225,source1,Information about the project on the official web-site of VEB.RF,Website,,https://вэб.рф/ustojchivoe-razvitie/socialnoe-finansirovanie-test/socialnye-proekty/project-02/index.php?sphrase_id=76080,,,2021,,
INDIGO-POJ-0225,source2,"Decree of the Government of the Primorsky Krai of 12/18/2020 No. 1049-pp ""On the implementation in the Primorsky Krai of the social impact project in the field of health of the population"". Official Internet portal of legal information",Contract,,http://publication.pravo.gov.ru/Document/View/2501202012220034,,,2020,,
INDIGO-POJ-0225,source3,VEB.RF SUSTAINABLE DEVELOPMENT REPORT 2020,Report,,https://xn--90ab5f.xn--p1ai/files/?file=b4bea3b59d367cfd28864135d776cf98.pdf,,,2021,,
INDIGO-POJ-0225,source4,"Decree of the Government of the Russian Federation of November 21, 2019 No. 1491 ""On the organization of pilot testing of social impact projects by the constituent entities of the Russian Federation in 2019 - 2024"". Official Internet portal of legal information",Website,,http://publication.pravo.gov.ru/Document/View/0001201911290005,,,2019,,
INDIGO-POJ-0226,source1,Information about the project on the official web-site of VEB.RF,Website,,https://xn--90ab5f.xn--p1ai/ustojchivoe-razvitie/socialnoe-finansirovanie-test/socialnye-proekty/project-04/,,,2021,,
INDIGO-POJ-0226,source2,"Decree of the Government of the Republic of Sakha (Yakutia) of March 9, 2021 No. 62 ""On approval of the passport of the social impact project in the field of social services"". Official Internet portal of legal information",Contract,,http://publication.pravo.gov.ru/Document/View/1400202103110009,,,2021,,
INDIGO-POJ-0226,source3,"Decree of the Head of the Republic of Sakha (Yakutia) of March 16, 2021 No. 1755 ""On the implementation of the social impact project in the field of social services ""Development of inpatient replacement technologies in the field of social services for disabled people in the Republic of Sakha (Yakutia) """,Contract,,http://publication.pravo.gov.ru/Document/View/1400202103180005,,,2021,,
INDIGO-POJ-0226,source4,"Decree of the Government of the Russian Federation of November 21, 2019 No. 1491 ""On the organization of pilot testing of social impact projects by the constituent entities of the Russian Federation in 2019 - 2024"". Official Internet portal of legal information",Website,,http://publication.pravo.gov.ru/Document/View/0001201911290005,,,2019,,
INDIGO-POJ-0227,source1,Information about the project on the official web-site of VEB.RF,Website,,https://вэб.рф/ustojchivoe-razvitie/socialnoe-finansirovanie-test/socialnye-proekty/project-05/,,,2021,,
INDIGO-POJ-0227,source2,"Decree of the Government of the Chelyabinsk Oblast of May 21, 2021 No. 187-P ""On the implementation in the Chelyabinsk Oblast of the social impact project in the field of social services for the population"". Official Internet portal of legal information",Contract,,http://publication.pravo.gov.ru/Document/View/7400202105270009,,,2021,,
INDIGO-POJ-0227,source3,"Decree of the Government of the Russian Federation of November 21, 2019 No. 1491 ""On the organization of pilot testing of social impact projects by the constituent entities of the Russian Federation in 2019 - 2024"". Official Internet portal of legal information",Website,,http://publication.pravo.gov.ru/Document/View/0001201911290005,,,2019,,
INDIGO-POJ-0228,source1,DCMS Data Portal,Website,,,,,,,
INDIGO-POJ-0228,source2,Email exchange with Brides Fund Management on 22/12/2021.,,,,,,,,
INDIGO-POJ-0229,source1,Business Standard article on 26/10/2021,Website,,https://www.business-standard.com/article/markets/india-s-first-skill-impact-bond-launched-fund-to-benefit-50-000-youth-121102600967_1.html,,,,,
INDIGO-POJ-0229,source2,Invest India website accesed on 05/11/2021,Website,,https://www.investindia.gov.in/siru/indias-first-skill-impact-bond-gender-lens,,,,,
INDIGO-POJ-0229,source3,National Skill Development Corporation webiste accessed on 05/11/2021,Website,,https://nsdcindia.org/sib,,,,,
INDIGO-POJ-0229,source4,Times of India newspiece published on 27/10/2021: 'NSDC launches Skill Impact Bond',Website,,https://timesofindia.indiatimes.com/business/india-business/nsdc-launches-skill-impact-bond/articleshow/87310548.cms,,,,,
INDIGO-POJ-0229,source5,Email correspondence with Britishh Asian Trust on 20th August 2024,Email correspondence,,,,,,,
INDIGO-POJ-0231,source1,"""Menstrual hygiene at the heart of the fight against gender inequalities"", press release published on January 28, 2022",Website,,https://www.afd.fr/fr/actualites/ethiopie-hygiene-menstruelle-inegalites-genre-contrat-impact,,,,"February 8, 2022",
INDIGO-POJ-0231,source2,"Menstrual Hygiene and Health Development Impact Bond in Ethiopia - Assessment of School Water supply, Sanitary Infrastructures, Waste Management System and Menstrual Health & Hygiene (MHH) Situation - October, 2021. ",Report,,https://careevaluations.org/wp-content/uploads/MHH-DIB-Pilar-3-Assessment-Report_Final.pdf,,,,"July 27, 2022",
INDIGO-POJ-0231,source3,Evaluating Menstrual Hygiene and Health Development Impact in Ethiopia - article on ITAD website,Website,,https://www.itad.com/project/evaluating-menstrual-hygiene-and-health-development-impact-in-ethiopia/,,,,"July 27, 2022",
INDIGO-POJ-0232,source1,Fact sheet from the Japanese Cabinet Office accessed on 23/03/2022. ,,,,,,,,
INDIGO-POJ-0233,source1,Fact sheet from the Japanese Cabinet Office accessed on 23/03/2022.,,,https://www8.cao.go.jp/pfs/jirei/kourouosaka.pdf,,,,,
INDIGO-POJ-0234,source1,Factsheet from the Japanese Cabinet Office accessed on 23/03/2022.,,,https://www8.cao.go.jp/pfs/jirei/omuta02.pdf,,,,,
INDIGO-POJ-0235,source1,Fact sheet from the Japanese Cabinet Office accessed on 23/03/2022.,,,https://www8.cao.go.jp/pfs/jirei/tobichi.pdf,,,,,
INDIGO-POJ-0236,source1,Fact sheet from the Japanese Cabinet Office accessed on 23/03/2022.,,,https://www8.cao.go.jp/pfs/jirei/toyonaka01.pdf,,,,,
INDIGO-POJ-0237,source1,Fact sheet from the Japanese Cabinet Office accessed on 23/03/2022.,,,https://www8.cao.go.jp/pfs/jirei/saijo01.pdf,,,,,
INDIGO-POJ-0238,source1,Fact sheet from the Japanese Cabinet Office accessed on 23/03/2022.,,,https://www8.cao.go.jp/pfs/jirei/higashioumi01.pdf,,,,,
INDIGO-POJ-0239,source1,https://www8.cao.go.jp/pfs/jirei/sakura01.pdf,,,https://www8.cao.go.jp/pfs/jirei/sakura01.pdf,,,,,
INDIGO-POJ-0239,source2,https://www8.cao.go.jp/pfs/jirei/kourousakura.pdf,,,https://www8.cao.go.jp/pfs/jirei/kourousakura.pdf,,,,,
INDIGO-POJ-0240,source1,Fact sheet from the Japanese Cabinet Office accessed on 23/03/2022,,,https://www8.cao.go.jp/pfs/jirei/koushi01.pdf,,,,,
INDIGO-POJ-0240,source2,Fact sheet from the Japanese Cabinet Office accessed on 23/03/2022,,,https://www8.cao.go.jp/pfs/jirei/kouroukoushi.pdf,,,,,
INDIGO-POJ-0241,source1,Fact sheet from the Japanese Cabinet Office accessed on 23/03/2022,,,"https://www8.cao.go.jp/pfs/jirei/ikeda01.pdf
",,,,,
INDIGO-POJ-0241,source2,Fact sheet from the Japanese Cabinet Office accessed on 23/03/2022,,,https://www8.cao.go.jp/pfs/jirei/kourouikeda.pdf,,,,,
INDIGO-POJ-0242,source1,Fact sheet from the Japanese Cabinet Office accessed on 23/03/2022,,,https://www8.cao.go.jp/pfs/jirei/oita01.pdf,,,,,
INDIGO-POJ-0242,source2,Fact sheet from the Japanese Cabinet Office accessed on 23/03/2022,,,https://www8.cao.go.jp/pfs/jirei/kourouoita.pdf,,,,,
INDIGO-POJ-0243,source1,Fact sheet from the Japanese Cabinet Office accessed on 23/03/2022.,,,https://www8.cao.go.jp/pfs/jirei/mima01.pdf,,,,,
INDIGO-POJ-0244,source1,Fact sheet from the Japanese Cabinet Office accessed on 23/03/2022.,,,https://www8.cao.go.jp/pfs/jirei/okayama02.pdf,,,,,
INDIGO-POJ-0245,source1,Fact sheet from the Japanese Cabinet Office accessed on 23/03/2022.,,,https://www8.cao.go.jp/pfs/jirei/okayama01.pdf,,,,,
INDIGO-POJ-0246,source1,Global news,,,"https://globalnews.ca/news/8728063/manitoba-social-impact-bond-help-quit-smoking/#:~:text=The%20social%20impact%20bond%20is,the%20span%20of%20three%20years.&text=Initial%20funding%20for%20the%20project,give%20up%20to%20%242.12%20million.",,,,,"https://globalnews.ca/news/8728063/manitoba-social-impact-bond-help-quit-smoking/#:~:text=The%20social%20impact%20bond%20is,the%20span%20of%20three%20years.&text=Initial%20funding%20for%20the%20project,give%20up%20to%20%242.12%20million."
INDIGO-POJ-0247,source1,World Bank Press Release published on 23 March 2022. ,,,https://www.worldbank.org/en/news/press-release/2022/03/23/wildlife-conservation-bond-boosts-south-africa-s-efforts-to-protect-black-rhinos-and-support-local-communities,,,,,
INDIGO-POJ-0247,source2,World Bank infographic published on 23 March 2022. ,,,https://www.worldbank.org/en/news/infographic/2022/03/23/mobilizing-investors-to-protect-endangered-rhinos,,,,,
INDIGO-POJ-0248,source1,Email correspondence with Portugal Social Innovation Unit on 23/05/2022,Email correspondence,,,,,,,
INDIGO-POJ-0248,source2,Portugal Social Innovation official website,Website,,https://inovacaosocial.portugal2020.pt/project/eu-sou-digital-lisboa/?doing_wp_cron=1654507706.2355649471282958984375,,,,2022-06-06,
INDIGO-POJ-0249,source1,Email correspondence with Portugal Social Innovation Unit on 23/05/2022,Email correspondence,,,,,,,
INDIGO-POJ-0249,source2,Programme official webiste: https://www.eusoudigital.pt/,Website,,https://www.eusoudigital.pt/,,,,,
INDIGO-POJ-0249,source3,Portugal Social Innovation webiste,Website,,https://inovacaosocial.portugal2020.pt/project/eu-sou-digital-algarve/?doing_wp_cron=1654524386.2017629146575927734375,,,,,
INDIGO-POJ-0250,source1,Email correspondence with Portugal Social Innovation Unit on 23/05/2022,Email correspondence,,,,,,,
INDIGO-POJ-0250,source2,Portugal Social Innovation website,Website,,https://inovacaosocial.portugal2020.pt/project/eu-sou-digital-alentejo/,,,,2022-06-06,
INDIGO-POJ-0251,source1,Email correspondence with Portugal Social Innovation Unit on 23/05/2022,Email correspondence,,,,,,,
INDIGO-POJ-0251,source2,Portugal Social Innovation official website,Website,,https://inovacaosocial.portugal2020.pt/project/literacia-digital-das-escolas-para-o-futuro-centro/?doing_wp_cron=1654525899.1472110748291015625000,,,,2022-06-06,
INDIGO-POJ-0252,source1,Email correspondence with Portugal Social Innovation Unit on 23/05/2022,Email correspondence,,,,,,,
INDIGO-POJ-0252,source2,Portugal Social Innovation official website,Website,,https://inovacaosocial.portugal2020.pt/project/eu-sou-digital-alentejo/,,,,2022-06-06,
INDIGO-POJ-0253,source1,Email correspondence with Portugal Social Innovation Unit on 23/05/2022,Email correspondence,,,,,,,
INDIGO-POJ-0253,source2,Portugal Social Innovation official website,Website,,https://inovacaosocial.portugal2020.pt/project/eu-sou-digital-centro/?doing_wp_cron=1654527088.3315179347991943359375,,,,2022-06-06,
INDIGO-POJ-0254,source1,Official webiste: https://inovacaosocial.portugal2020.pt/project/eu-sou-digital/?doing_wp_cron=1654514084.9882678985595703125000,Website,INDIGO-FUND-0007,https://inovacaosocial.portugal2020.pt/project/eu-sou-digital/?doing_wp_cron=1654514084.9882678985595703125000,,,,2022-06-06,
INDIGO-POJ-0254,source2,Official website of the training programme: https://www.eusoudigital.pt/,Website,,https://www.eusoudigital.pt/,,,,2022-06-06,
INDIGO-POJ-0259,source1,News piece: Oxfam’s language support scheme improves ethnic minority children’s Chinese proficiency and future opportunities,News piece,,https://www.thestandard.com.hk/breaking-news/section/4/193213/Oxfam%E2%80%99s-language-support-scheme-improves-ethnic-minority-children%E2%80%99s-Chinese-proficiency-and-future-opportunities,,,9th August 2022,18th August 2022,
